
SetupTitle, VanDerPauw Square
DataValue, 0.00071, 2.55642, 2.35813, 0.19829000000000008, 1265.8049373932051
DataValue, 0.00071999999999999994, 2.556395, 2.3581100000000004, 0.19828499999999982, 1248.1928385460833
DataValue, 0.00073, 2.5564050000000003, 2.3581450000000004, 0.19825999999999988, 1230.9390887304219
DataValue, 0.00074, 2.5564150000000003, 2.3581450000000004, 0.19826999999999995, 1214.3660248178339
DataValue, 0.00075, 2.5564150000000003, 2.35812, 0.19829500000000033, 1198.3255564602284
DataValue, 0.00075999999999999993, 2.5563900000000004, 2.3581000000000003, 0.19829000000000008, 1182.5282967752314
DataValue, 0.00077, 2.556385, 2.3581250000000002, 0.19825999999999988, 1166.9942010041661
DataValue, 0.00078, 2.5564150000000003, 2.35812, 0.19829500000000033, 1152.2361119809889
DataValue, 0.00079, 2.5563800000000003, 2.358105, 0.1982750000000002, 1137.5361014698642
DataValue, 0.00079999999999999993, 2.556435, 2.3581450000000004, 0.19828999999999963, 1123.4018819364671
DataValue, 0.00081, 2.55642, 2.358085, 0.19833500000000015, 1109.7845206334894
DataValue, 0.00082, 2.55642, 2.3580750000000004, 0.19834499999999977, 1096.3058357379434
DataValue, 0.00083, 2.5563700000000003, 2.35807, 0.19830000000000014, 1082.8516013748974
DataValue, 0.00083999999999999993, 2.556375, 2.35813, 0.198245, 1069.663749268125
DataValue, 0.00085, 2.5564, 2.3581100000000004, 0.19828999999999963, 1057.3194182931454
DataValue, 0.00086, 2.5564150000000003, 2.3581100000000004, 0.19830499999999995, 1045.1040592292541
DataValue, 0.00087, 2.556375, 2.3581000000000003, 0.19827499999999976, 1032.9350806450468
DataValue, 0.00087999999999999992, 2.5563800000000003, 2.358095, 0.19828500000000027, 1021.2486860831615
DataValue, 0.00089, 2.55641, 2.358105, 0.19830499999999995, 1009.8758325136613
DataValue, 0.0009, 2.5564250000000004, 2.358095, 0.19833000000000034, 998.78088879681411
DataValue, 0.00091, 2.556385, 2.358105, 0.19828, 987.55624390899607
DataValue, 0.00091999999999999992, 2.55641, 2.35808, 0.1983299999999999, 977.06826077949
DataValue, 0.00092999999999999995, 2.556375, 2.358105, 0.19826999999999995, 966.26974017763143
DataValue, 0.00094, 2.556395, 2.3581250000000002, 0.19826999999999995, 955.99027485659269
DataValue, 0.00095, 2.55643, 2.358115, 0.19831500000000002, 946.14191003068186
DataValue, 0.00095999999999999992, 2.5564, 2.35814, 0.19825999999999988, 936.02659872209165
DataValue, 0.00096999999999999994, 2.55641, 2.35813, 0.19828, 926.4702906775118
DataValue, 0.00098, 2.55642, 2.3580900000000002, 0.1983299999999999, 917.24775501748024
DataValue, 0.00099, 2.5564050000000003, 2.35813, 0.1982750000000002, 907.73082844564919
DataValue, 0.001, 2.5563800000000003, 2.3581000000000003, 0.19828, 898.67618195718637
DataValue, 0.00101, 2.5563800000000003, 2.35814, 0.19824000000000019, 889.59889860319936
DataValue, 0.0010199999999999999, 2.55641, 2.35812, 0.19829000000000008, 881.09951524428993
DataValue, 0.0010299999999999999, 2.55641, 2.358105, 0.19830499999999995, 872.61115624966862
DataValue, 0.00104, 2.55641, 2.3581350000000003, 0.19827499999999976, 864.08992323191433
DataValue, 0.00105, 2.5564050000000003, 2.3581100000000004, 0.19829499999999989, 855.9468260430184
DataValue, 0.00106, 2.556385, 2.358085, 0.19830000000000014, 847.89323503883486
DataValue, 0.00107, 2.5563700000000003, 2.358105, 0.19826500000000014, 839.82074445719957
DataValue, 0.00108, 2.556375, 2.3581250000000002, 0.19824999999999982, 831.9816770196469
DataValue, 0.00109, 2.5564050000000003, 2.358095, 0.19831000000000021, 824.59830525977452
DataValue, 0.0010999999999999999, 2.55641, 2.3581250000000002, 0.19828499999999982, 816.99894886652737
DataValue, 0.0011099999999999999, 2.5563900000000004, 2.3581000000000003, 0.19829000000000008, 809.65901400826647
DataValue, 0.00112, 2.556375, 2.358095, 0.19828, 802.38944817605932
DataValue, 0.00113, 2.556395, 2.35813, 0.19826500000000014, 795.22849253911818
DataValue, 0.00114, 2.5563900000000004, 2.35807, 0.19832000000000027, 788.4714704606522
DataValue, 0.00115, 2.5564250000000004, 2.3581250000000002, 0.19830000000000014, 781.53637316623031
DataValue, 0.00116, 2.556375, 2.35812, 0.19825500000000007, 774.62316635966749
DataValue, 0.00117, 2.556365, 2.3581100000000004, 0.19825499999999963, 768.00245553607874
DataValue, 0.0011799999999999998, 2.5564050000000003, 2.358115, 0.19829000000000008, 761.62839453319975
DataValue, 0.0011899999999999999, 2.5564, 2.3581000000000003, 0.1982999999999997, 755.26624297576723
DataValue, 0.0012, 2.55641, 2.35812, 0.19829000000000008, 748.9345879576465
DataValue, 0.00121, 2.556395, 2.3581100000000004, 0.19828499999999982, 742.72631715138846
DataValue, 0.00122, 2.556395, 2.358095, 0.19830000000000014, 736.69412224685652
DataValue, 0.00123, 2.5564050000000003, 2.358105, 0.19830000000000014, 730.70473913915851
DataValue, 0.00124, 2.5564150000000003, 2.358095, 0.19832000000000027, 724.885061552535
DataValue, 0.00125, 2.5563550000000004, 2.3581000000000003, 0.19825500000000007, 718.85029838177138
DataValue, 0.0012599999999999998, 2.5564, 2.35813, 0.19826999999999995, 713.19909394063268
DataValue, 0.0012699999999999999, 2.55642, 2.3581100000000004, 0.19830999999999976, 707.72610451429307
DataValue, 0.0012799999999999999, 2.55641, 2.358105, 0.19830499999999995, 702.17928979465512
DataValue, 0.00129, 2.5564, 2.3581350000000003, 0.19826499999999969, 696.59550121643531
DataValue, 0.0013, 2.5564150000000003, 2.35813, 0.19828500000000027, 691.3068028870631
DataValue, 0.00131, 2.556465, 2.3581450000000004, 0.19831999999999983, 686.15074528636751
DataValue, 0.00132, 2.55643, 2.35815, 0.19828, 680.81528936150482
DataValue, 0.00133, 2.5564050000000003, 2.3581350000000003, 0.19826999999999995, 675.66229952270464
DataValue, 0.00134, 2.5564050000000003, 2.3581000000000003, 0.19830499999999995, 670.73842607250629
DataValue, 0.0013499999999999999, 2.556385, 2.3581100000000004, 0.19827499999999976, 665.66927419347473
DataValue, 0.0013599999999999999, 2.55643, 2.3581250000000002, 0.19830499999999995, 660.87462568908722
DataValue, 0.00137, 2.5564050000000003, 2.3581250000000002, 0.19828, 655.96801602714345
DataValue, 0.00138, 2.5564150000000003, 2.35812, 0.19829500000000033, 651.263889380559
DataValue, 0.00139, 2.5564250000000004, 2.3581000000000003, 0.19832500000000009, 646.67635836053034
DataValue, 0.0014, 2.5564500000000003, 2.35814, 0.19831000000000021, 642.00868052368151
DataValue, 0.00141, 2.556395, 2.358115, 0.19828, 637.358994295877
DataValue, 0.00142, 2.5564, 2.35812, 0.19828, 632.87055067407493
DataValue, 0.0014299999999999999, 2.5564150000000003, 2.3581350000000003, 0.19828, 628.44488248754294
DataValue, 0.0014399999999999999, 2.5563800000000003, 2.358155, 0.19822500000000032, 623.90757097308926
DataValue, 0.00145, 2.556445, 2.358105, 0.19833999999999996, 619.964223109738
DataValue, 0.00146, 2.556395, 2.3581450000000004, 0.19824999999999982, 615.43850080905383
DataValue, 0.00147, 2.55643, 2.3581250000000002, 0.19830499999999995, 611.42142240623025
DataValue, 0.00148, 2.5564, 2.35814, 0.19825999999999988, 607.15238836027549
DataValue, 0.00149, 2.5564150000000003, 2.3581450000000004, 0.19826999999999995, 603.10795863436056
DataValue, 0.0015, 2.5564400000000003, 2.3581250000000002, 0.19831500000000002, 599.22320968609847
DataValue, 0.0015099999999999998, 2.5564050000000003, 2.3581450000000004, 0.19825999999999988, 595.08975812795234
DataValue, 0.0015199999999999999, 2.556435, 2.3581800000000004, 0.19825499999999963, 591.15978485342907
DataValue, 0.00153, 2.55643, 2.358155, 0.1982750000000002, 587.35524193542017
DataValue, 0.00154, 2.556455, 2.35813, 0.19832500000000009, 583.68840137736174
DataValue, 0.00155, 2.5564400000000003, 2.35815, 0.19829000000000008, 579.82032616075844
DataValue, 0.00156, 2.556455, 2.358155, 0.19830000000000014, 576.13258278279807
DataValue, 0.00157, 2.5564250000000004, 2.3581450000000004, 0.19828, 572.40521143769831
DataValue, 0.00158, 2.55641, 2.35813, 0.19828, 568.78239364378885
DataValue, 0.0015899999999999998, 2.55642, 2.3581350000000003, 0.19828499999999982, 565.21939858690575
DataValue, 0.0015999999999999999, 2.556395, 2.358105, 0.19829000000000008, 561.70094096823482
DataValue, 0.0016099999999999999, 2.5564400000000003, 2.358115, 0.19832500000000009, 558.31064479573729
DataValue, 0.00162, 2.5564400000000003, 2.35815, 0.19829000000000008, 554.76636145010843
DataValue, 0.00163, 2.55643, 2.3581100000000004, 0.19831999999999983, 551.44630449395186
DataValue, 0.00164, 2.5564050000000003, 2.35813, 0.1982750000000002, 547.95946351292241
DataValue, 0.00165, 2.55641, 2.3581250000000002, 0.19828499999999982, 544.66596591101825
DataValue, 0.00166, 2.55643, 2.35814, 0.19829000000000008, 541.39849731878053
DataValue, 0.0016699999999999998, 2.556435, 2.3581350000000003, 0.1982999999999997, 538.18373002464853
DataValue, 0.0016799999999999999, 2.55642, 2.3581250000000002, 0.19829499999999989, 534.96676627688657
DataValue, 0.0016899999999999999, 2.556445, 2.3581450000000004, 0.1982999999999997, 531.81469179950477
DataValue, 0.0017, 2.556435, 2.35815, 0.19828499999999982, 528.64637867834119
DataValue, 0.00171, 2.556435, 2.3581100000000004, 0.19832499999999964, 525.660899486044
DataValue, 0.00172, 2.55642, 2.358155, 0.19826500000000014, 522.44662591232759
DataValue, 0.00173, 2.5564150000000003, 2.35814, 0.1982750000000002, 519.45290182727911
DataValue, 0.00174, 2.5564150000000003, 2.358095, 0.19832000000000027, 516.58475650870309
DataValue, 0.0017499999999999998, 2.55641, 2.358115, 0.19829499999999989, 513.56809562581111
DataValue, 0.0017599999999999999, 2.5564150000000003, 2.35812, 0.19829500000000033, 510.65009508248374
DataValue, 0.0017699999999999999, 2.556435, 2.358115, 0.19831999999999983, 507.82908266957151
DataValue, 0.00178, 2.55642, 2.35812, 0.19830000000000014, 504.92518491076686
DataValue, 0.00179, 2.556395, 2.358105, 0.19829000000000008, 502.07905337942782
DataValue, 0.0018, 2.5563800000000003, 2.358115, 0.19826500000000014, 499.22677587177975
DataValue, 0.00181, 2.55641, 2.3581100000000004, 0.1982999999999997, 496.55625919401263
DataValue, 0.00182, 2.5563900000000004, 2.3581100000000004, 0.19828, 493.77812195449803
DataValue, 0.0018299999999999998, 2.5564500000000003, 2.3581250000000002, 0.19832500000000009, 491.19133230663232
DataValue, 0.0018399999999999998, 2.556445, 2.35819, 0.19825500000000007, 488.34938748761647
DataValue, 0.0018499999999999999, 2.5564400000000003, 2.3581450000000004, 0.19829499999999989, 485.80765802441584
DataValue, 0.0018599999999999999, 2.556435, 2.3581450000000004, 0.19828999999999963, 483.18360513396431
DataValue, 0.00187, 2.5564600000000004, 2.35815, 0.19831000000000021, 480.64821001772953
DataValue, 0.00188, 2.55647, 2.358165, 0.19830499999999995, 478.07951645593545
DataValue, 0.00189, 2.556445, 2.35814, 0.19830499999999995, 475.5499952048458
DataValue, 0.0019, 2.5564600000000004, 2.3581250000000002, 0.19833500000000015, 473.11866405954021
DataValue, 0.0019099999999999998, 2.556435, 2.35815, 0.19828499999999982, 470.52295484459694
DataValue, 0.0019199999999999998, 2.5564500000000003, 2.35813, 0.19832000000000027, 468.15493558601224
DataValue, 0.0019299999999999999, 2.55643, 2.35814, 0.19829000000000008, 465.65881116537605
DataValue, 0.0019399999999999999, 2.5564, 2.35813, 0.19826999999999995, 463.21178266247279
DataValue, 0.00195, 2.5564150000000003, 2.358155, 0.19826000000000033, 460.81309475549227
DataValue, 0.00196, 2.556455, 2.3581450000000004, 0.19830999999999976, 458.57762894548586
DataValue, 0.00197, 2.5564150000000003, 2.35814, 0.1982750000000002, 456.16929957420956
DataValue, 0.00198, 2.5564250000000004, 2.358155, 0.19827000000000039, 453.8539688713127
DataValue, 0.00199, 2.556445, 2.358155, 0.19829000000000008, 451.618847009636
DataValue, 0.002, 2.55643, 2.35814, 0.19829000000000008, 449.36075277458781
